0	1	2	3	4	1_binned	2_binned	3_binned	4_binned
0	1.542	1.087	0.611	0.407	(1.267, 1.663]	(0.729, 1.236]	(0.416, 0.796]	(0.376, 0.56]
1	0.385	0.857	-1.13	1.611	(0.274, 0.463]	(0.729, 1.236]	(-1.358, -0.897]	(1.578, 5.7]
1	1.01	-0.625	-0.011	0.383	(0.881, 1.045]	(-0.727, -0.39]	(-0.0495, 0.416]	(0.376, 0.56]
0	0.824	-0.613	-0.018	0.446	(0.745, 0.881]	(-0.727, -0.39]	(-0.0495, 0.416]	(0.376, 0.56]
1	1.115	-0.809	-1.35	0.766	(1.045, 1.267]	(-1.216, -0.727]	(-1.358, -0.897]	(0.727, 0.884]
0	2.743	0.288	-1.303	0.672	(1.663, 5.331]	(-0.0025, 0.383]	(-1.358, -0.897]	(0.56, 0.727]
0	0.418	0.799	1.673	0.528	(0.274, 0.463]	(0.729, 1.236]	(1.272, 1.743]	(0.376, 0.56]
0	1.177	-1.178	-0.344	0.161	(1.045, 1.267]	(-1.216, -0.727]	(-0.498, -0.0495]	(0.018, 0.376]
1	0.594	0.915	0.073	0.854	(0.463, 0.617]	(0.729, 1.236]	(-0.0495, 0.416]	(0.727, 0.884]
1	1.288	-0.597	-1.19	2.446	(1.267, 1.663]	(-0.727, -0.39]	(-1.358, -0.897]	(1.578, 5.7]
1	1.105	1.192	1.173	0.676	(1.045, 1.267]	(0.729, 1.236]	(0.796, 1.272]	(0.56, 0.727]
0	0.936	1.106	-1.311	0.717	(0.881, 1.045]	(0.729, 1.236]	(-1.358, -0.897]	(0.56, 0.727]
0	0.724	-0.133	-1.375	1.353	(0.617, 0.745]	(-0.39, -0.0025]	(-1.742, -1.358]	(1.27, 1.578]
0	0.711	0.427	1.648	0.862	(0.617, 0.745]	(0.383, 0.729]	(1.272, 1.743]	(0.727, 0.884]
0	0.441	1.675	-1.415	0.804	(0.274, 0.463]	(1.236, 2.43]	(-1.742, -1.358]	(0.727, 0.884]
1	1.7	-0.424	-1.294	0.572	(1.663, 5.331]	(-0.727, -0.39]	(-1.358, -0.897]	(0.56, 0.727]
0	1.246	-1.193	1.361	0.574	(1.045, 1.267]	(-1.216, -0.727]	(1.272, 1.743]	(0.56, 0.727]
1	0.538	0.69	-0.179	1.195	(0.463, 0.617]	(0.383, 0.729]	(-0.498, -0.0495]	(1.084, 1.27]
0	0.992	-1.496	-0.831	0.806	(0.881, 1.045]	(-2.36, -1.216]	(-0.897, -0.498]	(0.727, 0.884]
1	1.963	0.507	0.777	1.179	(1.663, 5.331]	(0.383, 0.729]	(0.416, 0.796]	(1.084, 1.27]
0	1.304	1.487	-0.03	1.077	(1.267, 1.663]	(1.236, 2.43]	(-0.0495, 0.416]	(0.884, 1.084]
0	0.396	-0.606	0.851	0.564	(0.274, 0.463]	(-0.727, -0.39]	(0.796, 1.272]	(0.56, 0.727]
1	1.411	-2.003	-0.452	0.329	(1.267, 1.663]	(-2.36, -1.216]	(-0.498, -0.0495]	(0.018, 0.376]
0	0.878	-0.751	1.327	3.579	(0.745, 0.881]	(-1.216, -0.727]	(1.272, 1.743]	(1.578, 5.7]
0	0.675	-1.009	-0.347	1.295	(0.617, 0.745]	(-1.216, -0.727]	(-0.498, -0.0495]	(1.27, 1.578]
1	1.667	-0.565	0.759	1.695	(1.663, 5.331]	(-0.727, -0.39]	(0.416, 0.796]	(1.578, 5.7]
1	0.822	0.304	-0.666	1.194	(0.745, 0.881]	(-0.0025, 0.383]	(-0.897, -0.498]	(1.084, 1.27]
0	1.133	-0.647	-0.998	0.112	(1.045, 1.267]	(-0.727, -0.39]	(-1.358, -0.897]	(0.018, 0.376]
0	0.593	0.25	-0.005	0.593	(0.463, 0.617]	(-0.0025, 0.383]	(-0.0495, 0.416]	(0.56, 0.727]
0	1.55	-0.517	-0.243	1.418	(1.267, 1.663]	(-0.727, -0.39]	(-0.498, -0.0495]	(1.27, 1.578]
0	0.769	-2.183	0.341	0.621	(0.745, 0.881]	(-2.36, -1.216]	(-0.0495, 0.416]	(0.56, 0.727]
0	0.767	-0.494	1.477	1.613	(0.745, 0.881]	(-0.727, -0.39]	(1.272, 1.743]	(1.578, 5.7]
1	1.079	-1.245	-1.356	0.789	(1.045, 1.267]	(-2.36, -1.216]	(-1.358, -0.897]	(0.727, 0.884]
0	1.117	-1.143	1.593	1.739	(1.045, 1.267]	(-1.216, -0.727]	(1.272, 1.743]	(1.578, 5.7]
1	0.433	-0.543	0.418	0.843	(0.274, 0.463]	(-0.727, -0.39]	(0.416, 0.796]	(0.727, 0.884]
1	1.255	-0.382	-1.548	0.619	(1.045, 1.267]	(-0.39, -0.0025]	(-1.742, -1.358]	(0.56, 0.727]
0	1.279	0.539	-1.468	0.312	(1.267, 1.663]	(0.383, 0.729]	(-1.742, -1.358]	(0.018, 0.376]
0	2.094	0.416	-1.638	0.462	(1.663, 5.331]	(0.383, 0.729]	(-1.742, -1.358]	(0.376, 0.56]
0	0.68	-0.768	0.564	1.169	(0.617, 0.745]	(-1.216, -0.727]	(0.416, 0.796]	(1.084, 1.27]
1	2.188	0.051	-1.652	0.517	(1.663, 5.331]	(-0.0025, 0.383]	(-1.742, -1.358]	(0.376, 0.56]
1	1.76	-0.554	0.291	0.506	(1.663, 5.331]	(-0.727, -0.39]	(-0.0495, 0.416]	(0.376, 0.56]
1	1.685	0.469	-0.039	0.196	(1.663, 5.331]	(0.383, 0.729]	(-0.0495, 0.416]	(0.018, 0.376]
0	1.534	1.079	0.443	0.823	(1.267, 1.663]	(0.729, 1.236]	(0.416, 0.796]	(0.727, 0.884]
1	0.59	-0.97	-0.212	1.752	(0.463, 0.617]	(-1.216, -0.727]	(-0.498, -0.0495]	(1.578, 5.7]
0	1.707	0.327	-1.15	0.274	(1.663, 5.331]	(-0.0025, 0.383]	(-1.358, -0.897]	(0.018, 0.376]
0	0.422	0.755	-0.656	1.486	(0.274, 0.463]	(0.729, 1.236]	(-0.897, -0.498]	(1.27, 1.578]
0	0.962	1.619	-1.155	0.727	(0.881, 1.045]	(1.236, 2.43]	(-1.358, -0.897]	(0.56, 0.727]
0	0.412	0.253	-1.542	1.399	(0.274, 0.463]	(-0.0025, 0.383]	(-1.742, -1.358]	(1.27, 1.578]
1	0.953	0.033	-1.679	1.534	(0.881, 1.045]	(-0.0025, 0.383]	(-1.742, -1.358]	(1.27, 1.578]
0	0.297	1.121	1.505	1.861	(0.274, 0.463]	(0.729, 1.236]	(1.272, 1.743]	(1.578, 5.7]
0	0.86	0.689	-0.496	0.426	(0.745, 0.881]	(0.383, 0.729]	(-0.498, -0.0495]	(0.376, 0.56]
1	0.812	0.543	0.987	0.471	(0.745, 0.881]	(0.383, 0.729]	(0.796, 1.272]	(0.376, 0.56]
0	0.318	1.916	-1.528	1.226	(0.274, 0.463]	(1.236, 2.43]	(-1.742, -1.358]	(1.084, 1.27]
0	0.901	0.831	-1.387	4.221	(0.881, 1.045]	(0.729, 1.236]	(-1.742, -1.358]	(1.578, 5.7]
1	1.02	-0.24	-0.819	1.867	(0.881, 1.045]	(-0.39, -0.0025]	(-0.897, -0.498]	(1.578, 5.7]
0	0.911	-1.205	0.164	0.787	(0.881, 1.045]	(-1.216, -0.727]	(-0.0495, 0.416]	(0.727, 0.884]
1	0.792	0.613	1.578	1.155	(0.745, 0.881]	(0.383, 0.729]	(1.272, 1.743]	(1.084, 1.27]
1	0.996	-0.088	-1.723	0.728	(0.881, 1.045]	(-0.39, -0.0025]	(-1.742, -1.358]	(0.727, 0.884]
1	0.819	-1.525	-0.766	0.873	(0.745, 0.881]	(-2.36, -1.216]	(-0.897, -0.498]	(0.727, 0.884]
0	0.382	1.907	0.741	0.098	(0.274, 0.463]	(1.236, 2.43]	(0.416, 0.796]	(0.018, 0.376]
0	0.625	0.544	-1.069	0.506	(0.617, 0.745]	(0.383, 0.729]	(-1.358, -0.897]	(0.376, 0.56]
1	1.636	-0.107	1.626	0.151	(1.267, 1.663]	(-0.39, -0.0025]	(1.272, 1.743]	(0.018, 0.376]
1	1.095	-0.028	1.404	0.586	(1.045, 1.267]	(-0.39, -0.0025]	(1.272, 1.743]	(0.56, 0.727]
0	1.015	0.154	1.097	0.784	(0.881, 1.045]	(-0.0025, 0.383]	(0.796, 1.272]	(0.727, 0.884]
1	1.665	-0.167	0.929	0.991	(1.663, 5.331]	(-0.39, -0.0025]	(0.796, 1.272]	(0.884, 1.084]
0	0.655	-0.854	-1.038	1.626	(0.617, 0.745]	(-1.216, -0.727]	(-1.358, -0.897]	(1.578, 5.7]
0	2.814	1.249	-0.195	0.544	(1.663, 5.331]	(1.236, 2.43]	(-0.498, -0.0495]	(0.376, 0.56]
0	0.984	-0.227	-0.807	1.883	(0.881, 1.045]	(-0.39, -0.0025]	(-0.897, -0.498]	(1.578, 5.7]
1	0.724	-0.539	0.979	1.23	(0.617, 0.745]	(-0.727, -0.39]	(0.796, 1.272]	(1.084, 1.27]
0	1.771	1.43	-1.317	1.005	(1.663, 5.331]	(1.236, 2.43]	(-1.358, -0.897]	(0.884, 1.084]
1	0.741	-0.897	-1.012	0.57	(0.617, 0.745]	(-1.216, -0.727]	(-1.358, -0.897]	(0.56, 0.727]
0	1.203	-1.28	1.044	0.561	(1.045, 1.267]	(-2.36, -1.216]	(0.796, 1.272]	(0.56, 0.727]
0	0.943	-1.171	-0.799	0.607	(0.881, 1.045]	(-1.216, -0.727]	(-0.897, -0.498]	(0.56, 0.727]
0	0.532	-0.051	0.299	0.856	(0.463, 0.617]	(-0.39, -0.0025]	(-0.0495, 0.416]	(0.727, 0.884]
1	0.283	1.95	-0.709	0.896	(0.274, 0.463]	(1.236, 2.43]	(-0.897, -0.498]	(0.884, 1.084]
1	1.039	-0.094	0.708	1.258	(0.881, 1.045]	(-0.39, -0.0025]	(0.416, 0.796]	(1.084, 1.27]
0	1.053	-0.766	-0.682	0.479	(1.045, 1.267]	(-1.216, -0.727]	(-0.897, -0.498]	(0.376, 0.56]
1	0.844	0.445	-0.041	0.15	(0.745, 0.881]	(0.383, 0.729]	(-0.0495, 0.416]	(0.018, 0.376]
1	0.919	-0.426	-0.336	0.495	(0.881, 1.045]	(-0.727, -0.39]	(-0.498, -0.0495]	(0.376, 0.56]
1	1.391	1.046	-0.479	1.945	(1.267, 1.663]	(0.729, 1.236]	(-0.498, -0.0495]	(1.578, 5.7]
0	0.347	-1.265	-0.788	0.666	(0.274, 0.463]	(-2.36, -1.216]	(-0.897, -0.498]	(0.56, 0.727]
0	0.476	0.704	-0.342	1.287	(0.463, 0.617]	(0.383, 0.729]	(-0.498, -0.0495]	(1.27, 1.578]
1	0.773	0.965	-0.158	0.632	(0.745, 0.881]	(0.729, 1.236]	(-0.498, -0.0495]	(0.56, 0.727]
0	0.93	0.192	0.893	0.632	(0.881, 1.045]	(-0.0025, 0.383]	(0.796, 1.272]	(0.56, 0.727]
1	1.297	-0.025	-0.51	0.437	(1.267, 1.663]	(-0.39, -0.0025]	(-0.897, -0.498]	(0.376, 0.56]
1	1.719	-0.291	-0.375	1.296	(1.663, 5.331]	(-0.39, -0.0025]	(-0.498, -0.0495]	(1.27, 1.578]
0	0.843	1.415	0.073	1.151	(0.745, 0.881]	(1.236, 2.43]	(-0.0495, 0.416]	(1.084, 1.27]
1	1.149	0.932	1.718	0.739	(1.045, 1.267]	(0.729, 1.236]	(1.272, 1.743]	(0.727, 0.884]
0	0.805	0.035	-0.385	0.649	(0.745, 0.881]	(-0.0025, 0.383]	(-0.498, -0.0495]	(0.56, 0.727]
1	1.275	2.137	-1.509	1.461	(1.267, 1.663]	(1.236, 2.43]	(-1.742, -1.358]	(1.27, 1.578]
1	0.415	1.146	1.261	0.559	(0.274, 0.463]	(0.729, 1.236]	(0.796, 1.272]	(0.376, 0.56]
1	0.574	-2.051	1.238	1.484	(0.463, 0.617]	(-2.36, -1.216]	(0.796, 1.272]	(1.27, 1.578]
1	1.169	0.48	-0.727	0.768	(1.045, 1.267]	(0.383, 0.729]	(-0.897, -0.498]	(0.727, 0.884]
0	1.162	1.122	-1.049	0.48	(1.045, 1.267]	(0.729, 1.236]	(-1.358, -0.897]	(0.376, 0.56]
0	0.488	-2.176	-0.504	3.286	(0.463, 0.617]	(-2.36, -1.216]	(-0.897, -0.498]	(1.578, 5.7]
1	1.404	-0.574	1.044	1.573	(1.267, 1.663]	(-0.727, -0.39]	(0.796, 1.272]	(1.27, 1.578]
0	0.977	1.238	1.071	0.767	(0.881, 1.045]	(1.236, 2.43]	(0.796, 1.272]	(0.727, 0.884]
0	0.713	-0.977	-0.273	0.562	(0.617, 0.745]	(-1.216, -0.727]	(-0.498, -0.0495]	(0.56, 0.727]
0	0.473	0.28	0.937	0.552	(0.463, 0.617]	(-0.0025, 0.383]	(0.796, 1.272]	(0.376, 0.56]
1	1.88	1.683	1.391	0.678	(1.663, 5.331]	(1.236, 2.43]	(1.272, 1.743]	(0.56, 0.727]
1	1.223	0.954	0.544	1.366	(1.045, 1.267]	(0.729, 1.236]	(0.416, 0.796]	(1.27, 1.578]
0	2.197	-1.095	-0.518	0.249	(1.663, 5.331]	(-1.216, -0.727]	(-0.897, -0.498]	(0.018, 0.376]
0	0.747	-1.363	1.295	0.653	(0.745, 0.881]	(-2.36, -1.216]	(1.272, 1.743]	(0.56, 0.727]
1	0.563	0.766	-1.404	1.13	(0.463, 0.617]	(0.729, 1.236]	(-1.742, -1.358]	(1.084, 1.27]
0	0.348	-1.274	0.396	0.933	(0.274, 0.463]	(-2.36, -1.216]	(-0.0495, 0.416]	(0.884, 1.084]
1	1.946	1.19	-0.132	1.177	(1.663, 5.331]	(0.729, 1.236]	(-0.498, -0.0495]	(1.084, 1.27]
0	1.871	0.765	-1.514	0.093	(1.663, 5.331]	(0.729, 1.236]	(-1.742, -1.358]	(0.018, 0.376]
1	2.088	0.777	0.525	0.263	(1.663, 5.331]	(0.729, 1.236]	(0.416, 0.796]	(0.018, 0.376]
0	0.608	0.357	1.542	0.345	(0.463, 0.617]	(-0.0025, 0.383]	(1.272, 1.743]	(0.018, 0.376]
0	0.789	0.004	-0.3	0.997	(0.745, 0.881]	(-0.0025, 0.383]	(-0.498, -0.0495]	(0.884, 1.084]
1	1.45	-0.258	0.094	0.563	(1.267, 1.663]	(-0.39, -0.0025]	(-0.0495, 0.416]	(0.56, 0.727]
1	2.154	-0.461	-0.59	0.639	(1.663, 5.331]	(-0.727, -0.39]	(-0.897, -0.498]	(0.56, 0.727]
0	1.407	0.002	-1.705	0.547	(1.267, 1.663]	(-0.0025, 0.383]	(-1.742, -1.358]	(0.376, 0.56]
1	2.178	-0.161	-1.6	0.512	(1.663, 5.331]	(-0.39, -0.0025]	(-1.742, -1.358]	(0.376, 0.56]
0	0.805	0.089	-0.785	1.437	(0.745, 0.881]	(-0.0025, 0.383]	(-0.897, -0.498]	(1.27, 1.578]
1	0.916	0.395	1.343	1.113	(0.881, 1.045]	(0.383, 0.729]	(1.272, 1.743]	(1.084, 1.27]
0	0.666	1.839	1.718	0.602	(0.617, 0.745]	(1.236, 2.43]	(1.272, 1.743]	(0.56, 0.727]
1	0.848	-1.166	-1.525	0.438	(0.745, 0.881]	(-1.216, -0.727]	(-1.742, -1.358]	(0.376, 0.56]
0	1.611	-1.495	0.112	0.64	(1.267, 1.663]	(-2.36, -1.216]	(-0.0495, 0.416]	(0.56, 0.727]
1	0.748	0.541	1.116	1.108	(0.745, 0.881]	(0.383, 0.729]	(0.796, 1.272]	(1.084, 1.27]
1	0.371	-0.504	-0.644	1.314	(0.274, 0.463]	(-0.727, -0.39]	(-0.897, -0.498]	(1.27, 1.578]
1	0.479	1.532	1.644	1.258	(0.463, 0.617]	(1.236, 2.43]	(1.272, 1.743]	(1.084, 1.27]
1	0.559	-1.952	-1.249	0.327	(0.463, 0.617]	(-2.36, -1.216]	(-1.358, -0.897]	(0.018, 0.376]
0	0.92	0.594	0.958	0.506	(0.881, 1.045]	(0.383, 0.729]	(0.796, 1.272]	(0.376, 0.56]
0	0.725	-0.151	-1.293	1.845	(0.617, 0.745]	(-0.39, -0.0025]	(-1.358, -0.897]	(1.578, 5.7]
0	1.142	-0.388	-1.531	0.44	(1.045, 1.267]	(-0.39, -0.0025]	(-1.742, -1.358]	(0.376, 0.56]
0	0.407	1.116	1.122	0.508	(0.274, 0.463]	(0.729, 1.236]	(0.796, 1.272]	(0.376, 0.56]
0	0.941	1.236	0.309	0.421	(0.881, 1.045]	(0.729, 1.236]	(-0.0495, 0.416]	(0.376, 0.56]
1	1.898	1.209	1.677	1.083	(1.663, 5.331]	(0.729, 1.236]	(1.272, 1.743]	(0.884, 1.084]
0	2.078	0.116	1.589	0.687	(1.663, 5.331]	(-0.0025, 0.383]	(1.272, 1.743]	(0.56, 0.727]
0	1.543	0.633	-0.593	0.699	(1.267, 1.663]	(0.383, 0.729]	(-0.897, -0.498]	(0.56, 0.727]
0	1.528	-0.49	0.185	1.757	(1.267, 1.663]	(-0.727, -0.39]	(-0.0495, 0.416]	(1.578, 5.7]
1	2.925	-0.099	0.405	1.998	(1.663, 5.331]	(-0.39, -0.0025]	(-0.0495, 0.416]	(1.578, 5.7]
0	0.583	-0.771	-0.66	2.118	(0.463, 0.617]	(-1.216, -0.727]	(-0.897, -0.498]	(1.578, 5.7]
1	1.063	-1.308	0.583	1.148	(1.045, 1.267]	(-2.36, -1.216]	(0.416, 0.796]	(1.084, 1.27]
1	0.688	-0.766	-0.142	2.263	(0.617, 0.745]	(-1.216, -0.727]	(-0.498, -0.0495]	(1.578, 5.7]
0	0.481	-0.444	-1.645	0.562	(0.463, 0.617]	(-0.727, -0.39]	(-1.742, -1.358]	(0.56, 0.727]
1	0.565	0.263	0.543	1.933	(0.463, 0.617]	(-0.0025, 0.383]	(0.416, 0.796]	(1.578, 5.7]
1	0.441	0.802	-0.334	1.66	(0.274, 0.463]	(0.729, 1.236]	(-0.498, -0.0495]	(1.578, 5.7]
1	0.534	-0.669	-0.692	0.991	(0.463, 0.617]	(-0.727, -0.39]	(-0.897, -0.498]	(0.884, 1.084]
0	0.647	-0.899	0.728	1.828	(0.617, 0.745]	(-1.216, -0.727]	(0.416, 0.796]	(1.578, 5.7]
1	1.044	-0.75	0.623	0.229	(0.881, 1.045]	(-1.216, -0.727]	(0.416, 0.796]	(0.018, 0.376]
0	0.451	0.161	-0.277	0.826	(0.274, 0.463]	(-0.0025, 0.383]	(-0.498, -0.0495]	(0.727, 0.884]
0	0.881	0.5	0.99	2.439	(0.881, 1.045]	(0.383, 0.729]	(0.796, 1.272]	(1.578, 5.7]
0	1.409	-0.207	0.458	1.114	(1.267, 1.663]	(-0.39, -0.0025]	(0.416, 0.796]	(1.084, 1.27]
0	0.456	1.473	-1.394	1.272	(0.274, 0.463]	(1.236, 2.43]	(-1.742, -1.358]	(1.27, 1.578]
0	0.484	0.081	-1.641	1.783	(0.463, 0.617]	(-0.0025, 0.383]	(-1.742, -1.358]	(1.578, 5.7]
0	1.496	-1.081	0.476	0.509	(1.267, 1.663]	(-1.216, -0.727]	(0.416, 0.796]	(0.376, 0.56]
1	0.533	1.277	0.857	0.958	(0.463, 0.617]	(1.236, 2.43]	(0.796, 1.272]	(0.884, 1.084]
1	1.07	0.556	-0.033	0.922	(1.045, 1.267]	(0.383, 0.729]	(-0.0495, 0.416]	(0.884, 1.084]
1	1.064	-0.151	1.454	0.656	(1.045, 1.267]	(-0.39, -0.0025]	(1.272, 1.743]	(0.56, 0.727]
1	1.625	0.938	-0.59	0.931	(1.267, 1.663]	(0.729, 1.236]	(-0.897, -0.498]	(0.884, 1.084]
0	0.396	0.388	0.182	2.253	(0.274, 0.463]	(0.383, 0.729]	(-0.0495, 0.416]	(1.578, 5.7]
1	1.777	-1.437	0.545	0.324	(1.663, 5.331]	(-2.36, -1.216]	(0.416, 0.796]	(0.018, 0.376]
1	0.593	-0.792	0.136	1.532	(0.463, 0.617]	(-1.216, -0.727]	(-0.0495, 0.416]	(1.27, 1.578]
1	0.879	-1.438	0.43	0.637	(0.745, 0.881]	(-2.36, -1.216]	(0.416, 0.796]	(0.56, 0.727]
0	2.928	-0.278	0.129	0.425	(1.663, 5.331]	(-0.39, -0.0025]	(-0.0495, 0.416]	(0.376, 0.56]
0	0.496	0.908	0.904	0.83	(0.463, 0.617]	(0.729, 1.236]	(0.796, 1.272]	(0.727, 0.884]
1	1.563	-1.398	0.235	0.742	(1.267, 1.663]	(-2.36, -1.216]	(-0.0495, 0.416]	(0.727, 0.884]
1	0.578	1.509	0.206	1.197	(0.463, 0.617]	(1.236, 2.43]	(-0.0495, 0.416]	(1.084, 1.27]
0	1.841	2.155	0.303	0.209	(1.663, 5.331]	(1.236, 2.43]	(-0.0495, 0.416]	(0.018, 0.376]
0	0.871	-1.296	1.016	0.655	(0.745, 0.881]	(-2.36, -1.216]	(0.796, 1.272]	(0.56, 0.727]
0	0.663	-0.509	0.123	1.114	(0.617, 0.745]	(-0.727, -0.39]	(-0.0495, 0.416]	(1.084, 1.27]
1	0.756	-0.407	-0.691	0.92	(0.745, 0.881]	(-0.727, -0.39]	(-0.897, -0.498]	(0.884, 1.084]
0	0.862	0.015	-1.363	1.406	(0.745, 0.881]	(-0.0025, 0.383]	(-1.742, -1.358]	(1.27, 1.578]
1	1.089	0.926	1.253	0.411	(1.045, 1.267]	(0.729, 1.236]	(0.796, 1.272]	(0.376, 0.56]
1	1.014	1.24	-0.514	0.689	(0.881, 1.045]	(1.236, 2.43]	(-0.897, -0.498]	(0.56, 0.727]
0	0.795	-0.492	0.453	0.395	(0.745, 0.881]	(-0.727, -0.39]	(0.416, 0.796]	(0.376, 0.56]
0	1.831	-0.047	-1.168	1.818	(1.663, 5.331]	(-0.39, -0.0025]	(-1.358, -0.897]	(1.578, 5.7]
1	1.931	0.996	0.211	0.586	(1.663, 5.331]	(0.729, 1.236]	(-0.0495, 0.416]	(0.56, 0.727]
1	0.749	-0.553	0.766	0.88	(0.745, 0.881]	(-0.727, -0.39]	(0.416, 0.796]	(0.727, 0.884]
0	1.049	-1.407	1.592	0.688	(1.045, 1.267]	(-2.36, -1.216]	(1.272, 1.743]	(0.56, 0.727]
0	0.654	-1.45	0.128	0.826	(0.617, 0.745]	(-2.36, -1.216]	(-0.0495, 0.416]	(0.727, 0.884]
0	1.066	-0.232	-1.486	0.04	(1.045, 1.267]	(-0.39, -0.0025]	(-1.742, -1.358]	(0.018, 0.376]
1	1.928	0.024	-0.101	0.851	(1.663, 5.331]	(-0.0025, 0.383]	(-0.498, -0.0495]	(0.727, 0.884]
1	1.909	2.02	0.45	0.509	(1.663, 5.331]	(1.236, 2.43]	(0.416, 0.796]	(0.376, 0.56]
1	0.363	-1.188	-0.139	2.492	(0.274, 0.463]	(-1.216, -0.727]	(-0.498, -0.0495]	(1.578, 5.7]
0	0.706	0.967	-1.518	1.296	(0.617, 0.745]	(0.729, 1.236]	(-1.742, -1.358]	(1.27, 1.578]
1	1.347	-0.565	1.673	0.457	(1.267, 1.663]	(-0.727, -0.39]	(1.272, 1.743]	(0.376, 0.56]
0	0.956	0.597	-1.681	0.213	(0.881, 1.045]	(0.383, 0.729]	(-1.742, -1.358]	(0.018, 0.376]
1	1.698	-0.884	-0.603	0.72	(1.663, 5.331]	(-1.216, -0.727]	(-0.897, -0.498]	(0.56, 0.727]
1	1.044	-1.352	-1.229	0.896	(0.881, 1.045]	(-2.36, -1.216]	(-1.358, -0.897]	(0.884, 1.084]
1	1.321	-0.47	0.926	0.517	(1.267, 1.663]	(-0.727, -0.39]	(0.796, 1.272]	(0.376, 0.56]
1	0.787	0.46	-0.567	1.286	(0.745, 0.881]	(0.383, 0.729]	(-0.897, -0.498]	(1.27, 1.578]
1	2.035	-0.779	0.207	1.149	(1.663, 5.331]	(-1.216, -0.727]	(-0.0495, 0.416]	(1.084, 1.27]
0	0.858	-0.158	-0.991	0.605	(0.745, 0.881]	(-0.39, -0.0025]	(-1.358, -0.897]	(0.56, 0.727]
0	1.084	0.343	1.013	1.366	(1.045, 1.267]	(-0.0025, 0.383]	(0.796, 1.272]	(1.27, 1.578]
0	1.823	-0.803	0.155	0.827	(1.663, 5.331]	(-1.216, -0.727]	(-0.0495, 0.416]	(0.727, 0.884]
1	0.454	0.409	1.624	0.502	(0.274, 0.463]	(0.383, 0.729]	(1.272, 1.743]	(0.376, 0.56]
1	1.254	0.433	-0.735	0.152	(1.045, 1.267]	(0.383, 0.729]	(-0.897, -0.498]	(0.018, 0.376]
0	0.491	1.219	-1.519	1.551	(0.463, 0.617]	(0.729, 1.236]	(-1.742, -1.358]	(1.27, 1.578]
0	0.569	-1.331	-1.239	1.098	(0.463, 0.617]	(-2.36, -1.216]	(-1.358, -0.897]	(1.084, 1.27]
1	1.307	-0.702	-1.619	1.493	(1.267, 1.663]	(-0.727, -0.39]	(-1.742, -1.358]	(1.27, 1.578]
1	1.596	-0.384	1.026	1.259	(1.267, 1.663]	(-0.39, -0.0025]	(0.796, 1.272]	(1.084, 1.27]
1	0.411	0.919	-1.575	1.321	(0.274, 0.463]	(0.729, 1.236]	(-1.742, -1.358]	(1.27, 1.578]
1	0.616	1.62	-0.37	1.34	(0.463, 0.617]	(1.236, 2.43]	(-0.498, -0.0495]	(1.27, 1.578]
0	1.293	1.119	0.048	0.432	(1.267, 1.663]	(0.729, 1.236]	(-0.0495, 0.416]	(0.376, 0.56]
1	2.075	-1.04	-1.303	1.249	(1.663, 5.331]	(-1.216, -0.727]	(-1.358, -0.897]	(1.084, 1.27]
1	1.613	1.361	1.703	0.769	(1.267, 1.663]	(1.236, 2.43]	(1.272, 1.743]	(0.727, 0.884]
0	0.842	0.981	1.457	1.649	(0.745, 0.881]	(0.729, 1.236]	(1.272, 1.743]	(1.578, 5.7]
1	1.868	0.681	-1.647	0.801	(1.663, 5.331]	(0.383, 0.729]	(-1.742, -1.358]	(0.727, 0.884]
1	0.346	1.307	0.018	0.214	(0.274, 0.463]	(1.236, 2.43]	(-0.0495, 0.416]	(0.018, 0.376]
1	0.679	0.765	0.946	0.806	(0.617, 0.745]	(0.729, 1.236]	(0.796, 1.272]	(0.727, 0.884]
0	0.538	-1.744	-0.236	1.491	(0.463, 0.617]	(-2.36, -1.216]	(-0.498, -0.0495]	(1.27, 1.578]
0	1.056	0.704	1.188	1.549	(1.045, 1.267]	(0.383, 0.729]	(0.796, 1.272]	(1.27, 1.578]
0	1.974	-0.507	-1.319	0.254	(1.663, 5.331]	(-0.727, -0.39]	(-1.358, -0.897]	(0.018, 0.376]
0	1.419	0.386	0.329	3.072	(1.267, 1.663]	(0.383, 0.729]	(-0.0495, 0.416]	(1.578, 5.7]
1	0.893	0.521	-0.511	0.605	(0.881, 1.045]	(0.383, 0.729]	(-0.897, -0.498]	(0.56, 0.727]
1	0.618	-0.963	-1.669	0.662	(0.617, 0.745]	(-1.216, -0.727]	(-1.742, -1.358]	(0.56, 0.727]
0	0.439	-1.789	1.531	1.177	(0.274, 0.463]	(-2.36, -1.216]	(1.272, 1.743]	(1.084, 1.27]
1	0.467	0.548	1.247	0.581	(0.463, 0.617]	(0.383, 0.729]	(0.796, 1.272]	(0.56, 0.727]
0	0.326	-1.49	-1.234	0.604	(0.274, 0.463]	(-2.36, -1.216]	(-1.358, -0.897]	(0.56, 0.727]
1	0.837	-2.246	0.393	0.69	(0.745, 0.881]	(-2.36, -1.216]	(-0.0495, 0.416]	(0.56, 0.727]
1	1.227	0.764	-1.256	0.257	(1.045, 1.267]	(0.729, 1.236]	(-1.358, -0.897]	(0.018, 0.376]
1	0.403	1.827	0.337	0.616	(0.274, 0.463]	(1.236, 2.43]	(-0.0495, 0.416]	(0.56, 0.727]
